unique_id,database,protein_path,ligand_path,pK,protein_exists,ligand_exists,fep_lig_match,ts-max_tanimoto_fep_benchmark
CHEMBL4361_5vkc_CHEMBL4555113,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL4555113/5vkc_CHEMBL4361_CHEMBL4555113.sdf,7.498916969121746,True,True,mcl1_extra_flips_molecule_53.sdf,0.3333333333333333
CHEMBL4361_5vkc_CHEMBL4451337,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL4451337/5vkc_CHEMBL4361_CHEMBL4451337.sdf,7.018933765350882,True,True,mcl1_extra_flips_molecule_53.sdf,0.3333333333333333
CHEMBL4361_5vkc_CHEMBL4526616,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL4526616/5vkc_CHEMBL4361_CHEMBL4526616.sdf,7.366531544420414,True,True,mcl1_extra_flips_molecule_53.sdf,0.3208955223880597
CHEMBL4361_4wmu_CHEMBL4072051,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4wmu/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4wmu/target_CHEMBL4361/CHEMBL4072051/4wmu_CHEMBL4361_CHEMBL4072051.sdf,6.2076083105017466,True,True,mcl1_extra_flips_molecule_37.sdf,0.7439024390243902
CHEMBL4361_4hw2_CHEMBL4085056,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4hw2/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4hw2/target_CHEMBL4361/CHEMBL4085056/4hw2_CHEMBL4361_CHEMBL4085056.sdf,5.494850021680094,True,True,mcl1_extra_flips_molecule_37.sdf,0.686046511627907
CHEMBL4361_4hw2_CHEMBL4092810,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4hw2/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4hw2/target_CHEMBL4361/CHEMBL4092810/4hw2_CHEMBL4361_CHEMBL4092810.sdf,6.2441251443275085,True,True,mcl1_extra_flips_molecule_37.sdf,0.7261904761904762
CHEMBL4361_5vkc_CHEMBL4097235,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL4097235/5vkc_CHEMBL4361_CHEMBL4097235.sdf,8.020479303839453,True,True,mcl1_extra_flips_molecule_58.sdf,0.34285714285714286
CHEMBL4361_5vkc_CHEMBL4075756,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL4075756/5vkc_CHEMBL4361_CHEMBL4075756.sdf,8.064213532227061,True,True,mcl1_extra_flips_molecule_58.sdf,0.34507042253521125
CHEMBL4361_5vkc_CHEMBL3786325,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL3786325/5vkc_CHEMBL4361_CHEMBL3786325.sdf,7.847754736113256,True,True,mcl1_extra_flips_molecule_37.sdf,0.3310344827586207
CHEMBL4361_5vkc_CHEMBL3786057,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL3786057/5vkc_CHEMBL4361_CHEMBL3786057.sdf,7.884775539310863,True,True,mcl1_extra_flips_molecule_53.sdf,0.3333333333333333
CHEMBL4361_4zbi_CHEMBL3426332,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4zbi/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4zbi/target_CHEMBL4361/CHEMBL3426332/4zbi_CHEMBL4361_CHEMBL3426332.sdf,7.397940008672037,True,True,mcl1_extra_flips_molecule_56.sdf,0.4854368932038835
CHEMBL4361_4zbf_CHEMBL3426329,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4zbf/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4zbf/target_CHEMBL4361/CHEMBL3426329/4zbf_CHEMBL4361_CHEMBL3426329.sdf,7.1487416512809245,True,True,mcl1_extra_flips_molecule_56.sdf,0.5050505050505051
6oqc,pdbbind,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/pdbbind/refined-set/6oqc/6oqc_protein.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/pdbbind/refined-set/6oqc/6oqc_ligand.mol2,10.4,True,True,mcl1_extra_flips_molecule_45.sdf,0.12790697674418605
6oqb,pdbbind,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/pdbbind/refined-set/6oqb/6oqb_protein.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/pdbbind/refined-set/6oqb/6oqb_ligand.mol2,10.3,True,True,mcl1_extra_flips_molecule_58.sdf,0.1329479768786127
CHEMBL4361_5vkc_CHEMBL4094779,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL4094779/5vkc_CHEMBL4361_CHEMBL4094779.sdf,8.02726570743409,True,True,mcl1_extra_flips_molecule_58.sdf,0.3287671232876712
CHEMBL4361_6fs0_CHEMBL4439276,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/6fs0/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/6fs0/target_CHEMBL4361/CHEMBL4439276/6fs0_CHEMBL4361_CHEMBL4439276.sdf,9.721246399047171,True,True,mcl1_extra_flips_molecule_60.sdf,0.16483516483516483
CHEMBL4361_6bw8_CHEMBL1467749,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/6bw8/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/6bw8/target_CHEMBL4361/CHEMBL1467749/6bw8_CHEMBL4361_CHEMBL1467749.sdf,5.625647647162271,True,True,mcl1_extra_flips_molecule_67.sdf,0.14388489208633093
CHEMBL4361_6b4u_CHEMBL3426327,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/6b4u/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/6b4u/target_CHEMBL4361/CHEMBL3426327/6b4u_CHEMBL4361_CHEMBL3426327.sdf,6.3872161432802645,True,True,mcl1_extra_flips_molecule_46_flip.sdf,0.4537037037037037
CHEMBL4361_5vkc_CHEMBL4521431,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL4521431/5vkc_CHEMBL4361_CHEMBL4521431.sdf,7.0,True,True,mcl1_extra_flips_molecule_42.sdf,0.5247524752475248
CHEMBL4361_5vkc_CHEMBL4164982,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL4164982/5vkc_CHEMBL4361_CHEMBL4164982.sdf,6.6252516539898965,True,True,mcl1_extra_flips_molecule_42.sdf,0.41732283464566927
CHEMBL4361_5vkc_CHEMBL4099902,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL4099902/5vkc_CHEMBL4361_CHEMBL4099902.sdf,7.397127229528669,True,True,mcl1_extra_flips_molecule_37.sdf,0.45
CHEMBL4361_5vkc_CHEMBL4073037,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL4073037/5vkc_CHEMBL4361_CHEMBL4073037.sdf,6.950228735652333,True,True,mcl1_extra_flips_molecule_37.sdf,0.5047619047619047
CHEMBL4361_5vkc_CHEMBL4064897,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL4064897/5vkc_CHEMBL4361_CHEMBL4064897.sdf,8.331170554486928,True,True,mcl1_extra_flips_molecule_58.sdf,0.32450331125827814
CHEMBL4361_5vkc_CHEMBL3785426,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL3785426/5vkc_CHEMBL4361_CHEMBL3785426.sdf,8.107335082494616,True,True,mcl1_extra_flips_molecule_53.sdf,0.32666666666666666
CHEMBL4361_5vkc_CHEMBL3426335,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL3426335/5vkc_CHEMBL4361_CHEMBL3426335.sdf,9.342944147142896,True,True,mcl1_extra_flips_molecule_58.sdf,0.19411764705882353
CHEMBL4361_5mev_CHEMBL4590345,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5mev/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5mev/target_CHEMBL4361/CHEMBL4590345/5mev_CHEMBL4361_CHEMBL4590345.sdf,5.348721986001856,True,True,mcl1_extra_flips_molecule_33.sdf,0.14193548387096774
CHEMBL4361_5if4_CHEMBL3818074,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5if4/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5if4/target_CHEMBL4361/CHEMBL3818074/5if4_CHEMBL4361_CHEMBL3818074.sdf,5.853871964321762,True,True,mcl1_extra_flips_molecule_34.sdf,0.15328467153284672
CHEMBL4361_5if4_CHEMBL1424819,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5if4/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5if4/target_CHEMBL4361/CHEMBL1424819/5if4_CHEMBL4361_CHEMBL1424819.sdf,5.382252350602285,True,True,mcl1_extra_flips_molecule_61.sdf,0.13986013986013987
CHEMBL4361_5fdr_CHEMBL3787178,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5fdr/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5fdr/target_CHEMBL4361/CHEMBL3787178/5fdr_CHEMBL4361_CHEMBL3787178.sdf,7.040958607678906,True,True,mcl1_extra_flips_molecule_53.sdf,0.6595744680851063
CHEMBL4361_4zbi_CHEMBL3426331,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4zbi/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4zbi/target_CHEMBL4361/CHEMBL3426331/4zbi_CHEMBL4361_CHEMBL3426331.sdf,7.187086643357144,True,True,mcl1_extra_flips_molecule_56.sdf,0.5
CHEMBL4361_4zbi_CHEMBL3426312,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4zbi/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4zbi/target_CHEMBL4361/CHEMBL3426312/4zbi_CHEMBL4361_CHEMBL3426312.sdf,3.882728704344236,True,True,mcl1_extra_flips_molecule_45.sdf,0.18446601941747573
CHEMBL4361_4wmx_CHEMBL3126303,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4wmx/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4wmx/target_CHEMBL4361/CHEMBL3126303/4wmx_CHEMBL4361_CHEMBL3126303.sdf,5.468521082957745,True,True,mcl1_extra_flips_molecule_56.sdf,0.1322314049586777
CHEMBL4361_4wmv_CHEMBL1318391,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4wmv/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4wmv/target_CHEMBL4361/CHEMBL1318391/4wmv_CHEMBL4361_CHEMBL1318391.sdf,3.882728704344236,True,True,mcl1_extra_flips_molecule_60.sdf,0.3684210526315789
CHEMBL4361_4oq6_CHEMBL3126317,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4oq6/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4oq6/target_CHEMBL4361/CHEMBL3126317/4oq6_CHEMBL4361_CHEMBL3126317.sdf,5.207608310501746,True,True,mcl1_extra_flips_molecule_37.sdf,0.18947368421052632
CHEMBL4361_4oq6_CHEMBL121772,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4oq6/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4oq6/target_CHEMBL4361/CHEMBL121772/4oq6_CHEMBL4361_CHEMBL121772.sdf,4.468521082957745,True,True,mcl1_extra_flips_molecule_38_flip.sdf,0.2558139534883721
CHEMBL4361_4oq5_CHEMBL3126328,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4oq5/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4oq5/target_CHEMBL4361/CHEMBL3126328/4oq5_CHEMBL4361_CHEMBL3126328.sdf,5.309803919971486,True,True,mcl1_extra_flips_molecule_32.sdf,0.19801980198019803
CHEMBL4361_4oq5_CHEMBL3126308,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4oq5/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4oq5/target_CHEMBL4361/CHEMBL3126308/4oq5_CHEMBL4361_CHEMBL3126308.sdf,6.958607314841775,True,True,mcl1_extra_flips_molecule_56.sdf,0.17164179104477612
CHEMBL4361_4hw3_CHEMBL2314514,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4hw3/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/4hw3/target_CHEMBL4361/CHEMBL2314514/4hw3_CHEMBL4361_CHEMBL2314514.sdf,4.903089986991944,True,True,mcl1_extra_flips_molecule_23.sdf,0.5569620253164557
6udv,pdbbind,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/pdbbind/refined-set/6udv/6udv_protein.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/pdbbind/refined-set/6udv/6udv_ligand.mol2,10.29,True,True,mcl1_extra_flips_molecule_58.sdf,0.12280701754385964
5fdr,pdbbind,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/pdbbind/general-set/5fdr/5fdr_protein.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/pdbbind/general-set/5fdr/5fdr_ligand.mol2,9.44,True,True,mcl1_extra_flips_molecule_67.sdf,0.34375
6qz8,pdbbind,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/pdbbind/general-set/6qz8/6qz8_protein.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/pdbbind/general-set/6qz8/6qz8_ligand.mol2,7.62,True,True,mcl1_extra_flips_molecule_61.sdf,0.17777777777777778
6p3p,pdbbind,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/pdbbind/general-set/6p3p/6p3p_protein.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/pdbbind/general-set/6p3p/6p3p_ligand.mol2,6.84,True,True,mcl1_extra_flips_molecule_60.sdf,0.18796992481203006
6qzb,pdbbind,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/pdbbind/general-set/6qzb/6qzb_protein.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/pdbbind/general-set/6qzb/6qzb_ligand.mol2,6.47,True,True,mcl1_extra_flips_molecule_49.sdf,0.16058394160583941
4oq6,pdbbind,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/pdbbind/general-set/4oq6/4oq6_protein.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/pdbbind/general-set/4oq6/4oq6_ligand.mol2,5.48,True,True,mcl1_extra_flips_molecule_50.sdf,0.16346153846153846
CHEMBL4361_5vkc_CHEMBL3786746,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL3786746/5vkc_CHEMBL4361_CHEMBL3786746.sdf,7.665713865407721,True,True,mcl1_extra_flips_molecule_53.sdf,0.3356643356643357
CHEMBL4361_5vkc_CHEMBL3785178,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL3785178/5vkc_CHEMBL4361_CHEMBL3785178.sdf,7.644012072824122,True,True,mcl1_extra_flips_molecule_53.sdf,0.32
CHEMBL4361_5vkc_CHEMBL3785461,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL3785461/5vkc_CHEMBL4361_CHEMBL3785461.sdf,7.531743128760553,True,True,mcl1_extra_flips_molecule_53.sdf,0.3287671232876712
CHEMBL4361_5vkc_CHEMBL3786706,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL3786706/5vkc_CHEMBL4361_CHEMBL3786706.sdf,7.849376455681894,True,True,mcl1_extra_flips_molecule_53.sdf,0.3157894736842105
CHEMBL4361_5vkc_CHEMBL3787158,bindingnet,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/rec_h_opt.pdb,/rds/general/user/cr725/home/aev-plig_research/github_tsBAP_official/data/raw/bindingnet/from_chembl_client/5vkc/target_CHEMBL4361/CHEMBL3787158/5vkc_CHEMBL4361_CHEMBL3787158.sdf,7.520479303839453,True,True,mcl1_extra_flips_molecule_53.sdf,0.3157894736842105
